Cuanexo,Nombre,id_departamento
061941800,NUESTRA SEÑORA DE FATIMA,06539
061942000,SAGRADA FAMILIA DE LA REJA,06560
061942100,INSTITUTO MARTÍN MIGUEL DE GÜEMES,06560
061942200,INSTITUTO MARIA DEL ROSARIO,06560
061942300,INSTITUTO NUESTRA SEÑORA DE FATIMA,06560
061943000,COLEGIO INMACULADA CONCEPCION,06638
061943800,ESCUELA GENERAL MARTÍN MIGUEL DE GÜEMES,06756
061944100,SAN JOSE,06763
061944400,NUESTRA SEÑORA DE POMPEYA,06763
061944700,INSTITUTO CORAZON EUCARISTICO DE JESUS,06568
061945100,CREAR Y SER,06568
061945300,COLEGIO ECCLESTON,06434
061945600,COLEGIO INMACULADA CONCEPCION,06434
061945800,INSTITUTO PRECIOSISIMA SANGRE,06840
061946400,JOSÉ INGENIEROS,06840
061946700,LA INMACULADA,06245
061946800,INSTITUTO EDUCATIVO HUAILEN,06357
061947600,ESCUELA SANTA LUCIA,06441
061947700,NUESTRA SEÑORA DE LA MISERICORDIA,06441
061948000,NUESTRA SEÑORA DE LOURDES,06441
061948300,COLEGIO SAN MIGUEL,06441
061948500,SAN JUAN BAUTISTA,06441
061948600,COLEGIO SANTA MARIA DE LOS ANGELES,06441
061948700,OBISPO ANUNCIADO SERAFINI,06441
061948800,COLEGIO JOSÉ MANUEL ESTRADA,06441
061949000,NUESTRA SEÑORA DE FATIMA,06441
061949100,NUESTRA SEÑORA DEL VALLE,06441
061949300,ESCUELA DE EDUCACIÓN SECUNDARIA BENITO LYNCH,06441
061949400,COLEGIO DEL CENTENARIO,06441
061949600,INSTITUTO NUESTRA SEÑORA DEL CARMEN,06028
061949800,INSTITUTO SAN JOSE,06028
061950000,EL AVE MARIA,06028
061950100,COLEGIO MARIANO MORENO,06028
061950400,COLEGIO DEL SOL,06028
061950500,SANTISIMA TRINIDAD,06028
061950600,INSTITUTO DON ORIONE,06028
061950900,ESCUELA MADRE DE LA MISERICORDIA,06035
061951000,INSTITUTO CENTENARIO DON BOSCO,06035
061951100,INSTITUTO SALVADOR SOREDA,06035
061951200,INSTITUTO SAN JOSÉ,06035
061951900,COLEGIO SECUNDARIO ENRIQUE DE OSSO,06260
061952000,NUESTRA SEÑORA DE MONTE GRANDE,06260
061952200,INSTITUTO GRILLI,06260
061952400,COLEGIO NUESTRA SEÑORA DE LA SALUD,06270
061952600,INSTITUTO SAN JORGE,06274
061952700,MADRE TERESA DE CALCUTA,06274
061953400,INSTITUTO EMILIO LAMARCA,06371
061953500,INSTITUTO JOSÉ MANUEL ESTRADA,06371
061953600,COLEGIO MARIA INMACULADA,06371
061953800,COLEGIO JESUS MARIA,06515
061954100,ESCUELA DE ENSEÑANZA SECUNDARIA GENERAL MARTÍN MIGUEL DE GÜEMES,06515
061954200,INSTITUTO SANTA ROSA DE LIMA,06412
061954300,GABRIELA MISTRAL,06515
061954400,ROSARIO VERA PEÑALOZA,06412
061954600,SAN PABLO,06515
061954900,INSTITUTO SECUNDARIO PADRE RESPUELA,06413
061955000,ESCUELA SAN JORGE,06413
061955100,ESCUELA HOGAR DON ORIONE,06805
061955200,INSTITUTO SAN JOSE,06805
061955600,COLEGIO DON TORCUATO,06805
061955800,COLEGIO SAN JORGE,06805
061956200,COLEGIO PARROQUIAL JOSÉ MANUEL DE ESTRADA,06490
061956300,INSTITUTO SAN JOSÉ DE VILLA URBANA,06490
061956400,COLEGIO BARTOLOME MITRE,06490
061956600,COLEGIO CERVANTES,06490
061957100,COLEGIO SAN MIGUEL,06518
061957400,COLEGIO SAN JOSE,06427
061957600,INSTITUTO PRIVADO FLORENCIO SANCHEZ,06427
061957800,COLEGIO PRIVADO GREGORIO DE LAFERRERE,06427
061957900,INSTITUTO EDUCACIONAL ESTRADA,06427
061958100,INSTITUTO PUERTO ARGENTINO,06427
061958300,COLEGIO JESUS RESUCITADO,06427
061958800,INSTITUTO NICOLAS AVELLANEDA,06539
061958900,INSTITUTO MODELO SAN LUIS,06539
061959000,INSTITUTO PRIVADO FRANCISCO DE ASIS,06539
061959100,JESUS OBRERO,06539
061959400,COLEGIO SAGRADO CORAZON DE JESUS,06547
061959700,ESCUELA MODELO ARGENTINA,06581
061960800,CENTRO CULTURAL SAN RAFAEL.,06749
061961100,SAN ANDRÉS AVELINO,06756
061961200,COLEGIO SAN CAYETANO,06756
061962200,COLEGIO NACIONES UNIDAS,06756
061962800,COLEGIO DON BOSCO,06763
061963000,INSTITUTO ROSARIO VERA PEÑALOZA,06648
061963100,INSTITUTO MARTHA SALOTTI,06648
061963400,INSTITUTO PARROQUIAL SAN JOSE,06568
061963500,INSTITUTO INMACULADO CORAZON DE MARIA,06568
061963600,INSTITUTO PARROQUIAL LOS SANTOS ANGELES CUSTODIOS,06410
061963700,ESCUELA PARROQUIAL MARIA REINA,06568
061964000,INSTITUTO SAGRADO CORAZON,06568
061964100,ESCUELA PARROQUIAL SAN FRANCISCO DE ASIS,06568
061964300,INSTITUTO MARCELO TORCUATO DE ALVEAR,06410
061964400,INSTITUTO SAN JOSÉ DE CALASANZ,06408
061964500,COLEGIO PRIVADO NUESTRA SEÑORA DE BELEN,06410
061964600,ESTRELLA DE BELEN,06791
061965300,INSTITUTO SAN AGUSTIN,06434
061965500,INSTITUTO JOSÉ MANUEL ESTRADA,06434
061965600,COLEGIO DEL NIÑO JESUS,06434
061966000,COLEGIO REC.JUAN XXIII,06434
061966100,DEL CASTILLO,06434
061966200,COLEGIO LA ASUNCION,06434
061966300,ESCUELA CRISTIANA EVANGELICA ARGENTINA,06434
061966400,INSTITUTO CARDOSO,06840
061966700,MARIANO MORENO,06277
061966900,INSTITUTO MODELO SANTA CATALINA,06274
061967500,INSTITUTO SANTA MARIA,06252
061967600,INSTITUTO DR. NICOLAS AVELLANEDA,06252
061967800,COLEGIO NUESTRA SEÑORA DE LOURDES,06840
061968000,MARTÍN MIGUEL DE GÜEMES,06091
061968100,INSTITUTO SIGLO XXI,06420
061968200,ESCUELA NUESTRA SEÑORA DEL PERPETUO SOCORRO,06098
061968300,COLEGIO NUESTRA SEÑORA DE LA MERCED,06245
061968700,INSTITUTO DR. ENRIQUE ROMERO BREST,06490
061969100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,06042
061969200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº27,06056
061969300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº33,06056
061969400,ESCUELA DE EDUCACIÓN SECUNDARIA N°44,06056
061969500,ESCUELA DE EUCACIÓN SECUNDARIA Nº39,06056
061969800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,06063
061969900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,06063
061970000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,06070
061970100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,06105
061970101,EXTENSION I A ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,06105
061970200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,06112
061970400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº20,06126
061970600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,06126
061970700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº12,06134
061970701,EXTENSION I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº12,06134
061971000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,06231
061971100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,06231
061971200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,06175
061971400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,06203
061971500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,06203
061971700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,06224
061971800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11,06224
061972100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,06238
061972200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº27,06260
061972300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11,06134
061972400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 LOLA MORA,06266
061972401,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,06266
061972500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,06274
061972600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº50,06274
061972700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº61,06274
061972800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº35,06274
061972900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº52,06274
061973000,ESCUELA DE EDUCACIÓN SECUNDARIA N°54,06274
061973400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,06315
061973401,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,06315
061973600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº47 16 DE SEPTIEMBRE,06357
061973700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº60,06357
061973800,ESCUELA DE EDUCACIÓN SECUNDARIA N°17,06364
061973801,ESCUELA DE EDUCACIÓN SECUNDARIA N°17 - EXTENSIÓN,06364
061973900,ESCUELA DE EDUCACIÓN SECUNDARIA N°18,06364
061973901,ESCUELA DE EDUCACIÓN SECUNDARIA N°18 - EXTENSIÓN,06364
061974000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,06364
061974100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº33,06412
061974200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,06515
061974201,ESCUELA DE EDUCACIÓN SECUNDARIA N°14 - ANEXO 1,06515
061974400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº30,06412
061974500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº40,06515
061974900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº16,06882
061975000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,06882
061975200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,06392
061975300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,06392
061975500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6 JOSEFINA ARIAS,06399
061975600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº16 ISMAEL HORACIO ALONSO,06413
061975700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,06413
061975800,ESCUELA DE EDUCACION SECUNDARIA Nº18 ASTOR PIAZZOLLA,06413
061975900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº17,06413
061976300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,06483
061976400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº60,06490
061976500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº51,06490
061976600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº42,06490
061976700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº36,06490
061976900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº28,06490
061977000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº62,06490
061977100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº54,06490
061977200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº48,06490
061977300,ESCUELA DE EDUCACÓN SECUNDARIA Nº67,06490
061977400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº78 PRESIDENTE NÉSTOR KIRCHNER,06490
061977500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº56,06490
061977600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº49,06490
061977700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº73,06490
061977800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,06497
061977900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº17,06497
061978000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,06511
061978100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,06714
061978101,ANEXO Nº1 DE SECUNDARIA Nº3,06714
061978200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,06714
061978300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,06714
061978500,ESCUELA DE EDUCACIÓN SECUNDARIA N°10,06525
061978700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº42,06539
061978900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,06547
061979000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº45,06560
061979100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº75,06560
061979300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,06581
061979700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº17,06623
061979900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,06623
061980000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº18,06623
061980100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº20,06638
061980200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº21,06638
061980600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº31,06638
061980601,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº31,06638
061980800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº35,06638
061980900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº22,06638
061981000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,06651
061981100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº27,06658
061981300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,06679
061981400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,06686
061981500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,06693
061981600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,06700
061981800,ESC. SECUNDARIA Nº8,06728
061981900,ESC. SECUNDARIA Nº9,06728
061982200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº27,06749
061982300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº23,06756
061982400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº25,06756
061982600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,06763
061982700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11 EDUARDO DEPIETRI,06770
061982800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,06770
061982900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº16,06770
061983100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº35,06568
061983200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº52,06568
061983400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº41,06568
061983600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº34,06568
061983700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº33,06568
061983800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº19,06408
061983900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,06784
061984400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,06791
061984700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,06826
061984800,ESCUELA DE EDUCACION SECUNDARIA Nº8,06833
061984801,EXTENSION I DE ESCUELA DE EDUCACION SECUNDARIA Nº8,06833
061984900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,06875
061984902,EXTENSION A ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,06875
061985100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,06182
061985200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11,06182
061985300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,06182
061985400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº12,06182
061985500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº19,06252
061985600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº20,06091
061985700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº37,06091
061985800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº54,06091
061985900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº29,06091
061986000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,06721
061986200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11,06420
061986300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ERNESTO 'CHE' GUEVARA,06553
061986400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº23,06638
061986500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº18,06638
061986600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº26,06638
061986700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15 DR. CARLOS SAAVEDRA LAMAS,06638
061986800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº25,06638
061987000,ESCUELA DE EDUCACIÓN SECUNDARIA N°45,06056
061987100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº28,06638
061987200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,06749
061987300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº29,06638
061987301,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº29,06638
061987400,ESCUELA DE EDUCACION SECUNDARIA Nº7,06778
061987500,ESB JUAN GALO DE LAVALLE,06218
061987700,ESCUELA MUNICIPAL DE EDUCACIÓN SECUNDARIA Nº204 OSVALDO SORIANO,06357
061987701,EXTENSION A ESCUELA MUNICIPAL Nº204,06357
061987800,ESCUELA MUNICIPAL DE EDUCACION SECUNDARIA Nº205 CECILIA GRIERSON,06357
061987801,EXTENSION A ESCUELA MUNICIPAL Nº205,06357
061988000,ESCUELA MUNICIPAL DE EDUCACIÓN SECUNDARIA N°202 ASTOR PIAZZOLA,06357
061988200,ESCUELA MUNICIPAL DE EDUCACIÓN SECUNDARIA Nº207 CARLOS CASTAGNINO,06357
061988400,ESCUELA MUNICIPAL DE EDUCACIÓN SECUNDARIA Nº208 ALEJANDRO G. BUSTILLO,06357
061988500,ESCUELA MUNICIPAL DE EDUCACIÓN SECUNDARIA Nº206 VICTORIA OCAMPO,06357
061988501,EXTENSION A ESCUELA MUNICIPAL Nº206,06357
061988600,ESCUELA MUNICIPAL DE EDUCACIÓN SECUNDARIA Nº210 RODOLFO WALSH,06357
061989300,COLEGIO AGUSTIN ROSCELLI.,06441
061989400,MADRE DE LA DIVINA GRACIA.,06441
061989600,INSTITUTO SANTA ISABEL,06028
061989700,INSTITUTO ADOLFO ALSINA,06028
061989800,INSTITUTO MANANTIALES,06028
061989900,INSTITUTO BEATA MARIA ANA DE JESUS,06035
061990000,INSTITUTO INMACULADA CONCEPCION,06035
061990400,COLEGIO JUAN JOSÉ PASSO,06056
061990500,ESCUELA NUESTRA SEÑORA DE POMPEYA,06056
061991000,ESB JESUS DE NAZARETH,06301
061991400,COLEGIO JOSÉ HERNANDEZ,06371
061991500,COLEGIO LA SAGRADA FAMILIA,06371
061991600,COLEGIO NUESTRA SEÑORA DE LUJAN,06371
061992000,INSTITUTO LIBERTAD,06371
061992100,CASA DEL SOL,06371
061992200,ESCUELA 17 DE AGOSTO,06515
061992300,INSTITUTO GENERAL JOSÉ DE SAN MARTIN,06412
061992400,RAFAEL TORRE,06515
061992900,INSTITUTO JOSÉ MARMOL,06515
061993000,EL TALAR,06805
061993200,INFANCIA 2000,06805
061993500,INSTITUTO VICENTE PALLOTTI,06490
061993700,INSTITUTO GENERAL SAN MARTÍN,06490
061993900,COLEGIO NTRA. SEÑORA DE COPACABANA,06490
061994200,INSTITUTO MARIO MADEDU,06490
061994300,COLEGIO PARROQUIAL JUAN XXIII,06427
061994500,INSTITUTO PRIVADO AMERICA LATINA,06427
061994700,INSTITUTO SAGRADO CORAZÓN DE JESUS,06539
061994900,SANTA LUCIA,06539
061995300,COLEGIO CARDENAL COPELLO,06749
061995400,JARDÍN DE INVIERNO,06749
061995900,PARROQUIAL DON BOSCO,06568
061996600,SANTA TERESA,06434
061996800,INSTITUTO MAGDALENA ABRAIN,06434
061997100,INSTITUTO ANNA BOTTGER DE GESELL,06868
061997300,COLEGIO SANTA MARIA,06840
061997600,COLEGIO TORRES DE LADRILLO,06638
061997800,ESCUELA MUNICIPAL DE EDUCACION SECUNDARIA Nº201 RENE FAVALORO,06357
061997801,EXTENSION A ESCUELA MUNICIPAL Nº201,06357
061997900,ESCUELA MUNICIPAL SECUNDARIA N°209 HIDELBERG FERRINO,06357
061998000,ESCUELA MUNICIPAL MANUEL BELGRANO,06735
061998100,COLEGIO ASUNCION DE MARIA,06274
061998200,INSTITUTO DE FORM. TECNOLOGICA DR. JORGE W. CARVER,06274
061998500,COLEGIO SECUNDARIO DEL VISO,06638
061998900,CERVANTES,06756
061999200,INSTITUTO CEFERINO MANUNCURA,06410
061999300,COLEGIO SAN JOSE,06791
061999700,COLEGIO SAN LADISLAO,06861
061999900,COLEGIO ALEMAN DE LANUS,06434
062000300,COLEGIO ALFONSINA STORNI,06749
062000400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,06070
062000500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,06126
062000600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,06126
062000601,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,06126
062000700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº28,06126
062000800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,06126
062001100,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1,06266
062001200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº32,06274
062001400,ESCUELA DE EDUCACIÓN SECUNDARIA N°13,06364
062001600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,06760
062001700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,06515
062002000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,06882
062002100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº18,06882
062002200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,06882
062002300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº20,06882
062002400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº18,06497
062002500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11,06497
062002800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº28,06539
062002900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº31,06539
062003000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº74,06539
062003100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº16,06623
062003101,ESCUELA DE EDUCACIÓN SECUNDARIA Nº16 - EXTENSIÓN,06623
062003200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº34,06638
062003400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº48,06658
062003600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº66,06658
062003700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº22,06756
062003800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,06770
062003900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº62,06568
062004000,ESCUELA DE EDUCACIÓN SECUNDARIA N°56,06568
062004100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº58,06568
062004600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,06861
062004900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº22,06840
062005300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº52,06539
062005400,JARDÍN DE INFANTES Nº955 RICARDO GÜIRALDES,06560
062005600,JARDÍN DE INFANTES Nº954 MALVINAS ARGENTINAS,06560
062005900,INSTITUTO PRIVADO DR. MANUEL BELGRANO,06371
062006400,INSTITUTO NUESTRA SEÑORA MARIA BISTRICA,06412
062006700,ESCUELA DE EDUCACIÓN PRIMARIA Nº59,06875
062006800,JARDÍN DE INFANTES Nº950 ISLAS MALVINAS,06028
062006900,JARDÍN DE INFANTES Nº951 LAS PIEDRAS,06028
062007000,JARDÍN DE INFANTES Nº915 MATHILDE DIAZ VELEZ,06648
062007100,JARDÍN DE INFANTES Nº939,06274
062007200,ESCUELA PRIMARIA BASICA Nº45 LAGUNA LANGHELO,06392
062007300,JARDÍN DE INFANTES Nº924,06252
062007500,JARDÍN DE INFANTES Nº948 JOSÉ HERNANDEZ,06028
062007600,JARDÍN DE INFANTES Nº916,06648
062007700,JARDÍN DE INFANTES Nº922 TAMBORCITO DE TACUARI,06515
062007800,JARDÍN DE INFANTES Nº923 LOS OLIVOS,06515
062007900,JARDÍN DE INFANTES Nº924,06760
062008000,JARDÍN DE INFANTES Nº928 JUANA AZURDUY,06638
062008100,JARDÍN DE INFANTES Nº931,06638
062008400,SANTA MAGDALENA SOFIA BARAT,06568
062008700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,06112
062008800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,06134
062008900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,06134
062009100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,06218
062009200,ESCUELA DE EDUCACIÓN SECUNDARIA N°12,06364
062009201,ESCUELA DE EDUCACIÓN SECUNDARIA N°12 - EXTENSIÓN 1,06364
062009300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11,06364
062009400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,06364
062009500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº12,06882
062009600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,06329
062009800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,06574
062010000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 DR. RENÉ FAVALORO,06728
062010100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,06875
062010200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,06014
062010201,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,06014
062010300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,06399
062010500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº28,06412
062010700,INSTITUTO FEDERICO G. DICKENS,06638
062010800,ESCUELA DE EDUCACIÓN SECUNDARIA N°88,06490
062011000,ESCUELA PRIMARIA BASICA Nº48 DEL CENTENARIO,06770
062011100,INSTITUTO SAN FRANCISCO DE LA PAZ,06805
062011200,COLEGIO SAN FRANCISCO DE LA PAZ,06805
062011400,ESCUELA PRIMARIA BASICA DR. ROBERTO BERMUDEZ,06266
062011500,ESCUELA DE EDUCACION PRIMARIA Nº38 ALFONSINA STORNI,06602
062011600,JARDÍN DE INFANTES Nº918 9 DE JULIO,06412
062011900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,06274
062012100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº139,06427
062012200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº83,06427
062012300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº109,06427
062012303,EXTENSION DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº109,06427
062012400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº110,06427
062012500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº88 JUANA AZURDUY,06427
062013200,HOGAR ESCUELA EZPELETA,06760
062013300,ESCUELA PARROQUIAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,06560
062013600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9 ALMAFUERTE,06049
062013601,EXTENSION DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,06049
062013700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº32,06056
062013900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,06218
062013901,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,06218
062013902,EXTENSION I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,06218
062014000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº48,06357
062014200,COLEGIO SANTA CECILIA,06224
