id_departamento,nombre,mail,fecha_fundacion,nro_conabip
06568,Asoc.y Bib.Pop. Juan Salvador Gaviota,biblioteca_jsgaviota@hotmail.com,1997-01-01,3901
06574,Bib. Pop. y Ctro. Cult. Almafuerte,biblioalma@yahoo.com.ar,1980-01-01,3885
06574,Bib.Pop.Pub. José R. de Erenchun,biberenchu@copesnet.com.ar,1907-01-01,195
06581,Bib.Pop.Pub. José Hernández,,1980-01-01,2277
06581,Bib.Pop. Andrés Ferreyra,,1980-01-01,197
06581,Bib.Pop. José M. Estrada,joseestrada@arnet.com.ar.,1926-01-01,1309
06581,Bib.Pop. D.F.Sarmiento,,1932-01-01,1710
06581,Bib. Pop. de Quequén,biblioquequen@hotmail.com,1980-01-01,3552
06595,Bib.Pop. D.F.Sarmiento,,1980-01-01,135
06595,Bib.Pop. Ferroviaria M.Gandhi,bibliotecaferroviaria@hotmail.com,1904-01-01,201
06595,Bib.Pop. Armando Collinet,,1909-01-01,202
06595,Bib. Pop. Héctor N. Amoroso,biblioteca_amoroso@yahoo.com.ar,1996-01-01,3652
06595,Bib.Pop. Independencia,biblioindependencia@hotmail.com,1998-01-01,3811
06595,Bib.Pop. 1 de Mayo,,1980-01-01,3889
06595,Bib.Pop. Coty Laborde,,1980-01-01,4176
06595,Bib.Pop. Vecinal Don Helios Eseverri,,2010-01-01,4371
06595,Bib.Pop. Sierra Chica,,1999-01-01,3939
06595,Bib. Pop. Sierras Bayas,bibliotecasb@yahoo.com.ar,1948-01-01,2371
06595,BP Del Otro Lado del Arbol,delotroladodelarbolenolavarria@gmail.com,2021-01-01,4384
06602,Bib.Pop. Cervantes,bibpopcervantes@yahoo.com.ar,1927-01-01,1246
06609,Bib.Pop. Nuestra Señora de Luján,bibliotecamadero@live.com.ar,1952-01-01,2646
06609,Bib.Pop. D.F.Sarmiento,,1931-01-01,1633
06609,Bib.Pop. Bernardino Rivadavia,bibrivadavia@gmail.com,1910-01-01,215
06609,Bib.Pop. Dr. Dardo Rocha,biblioteca3255@yahoo.com.ar,1993-01-01,3255
06616,Bib.Pop. Bartolomé Mitre,,1914-01-01,2073
06623,Bib.Pop. Melchor Echague,,1933-01-01,1977
06623,Bib.Pop. Almafuerte,bibliomo@hotmail.com,1926-01-01,1743
06623,Bib.Pop.Pub.Mun. Dr. Menéndez,bibliotecamenendez@yahoo.com.ar,1900-01-01,213
06623,Bib.Pop. José Manuel Estrada,,1929-01-01,1452
06638,Bib.Pop. P.U.M.A.,bibliopuma@yahoo.com.ar,2002-01-01,3966
06638,Bib. Pop. Javier Velázquez,marianoadot6@yahoo.com.ar,2007-01-01,4250
06638,Bib.Pop. y Casa de la Cult. Estación Manzanares,bibliotecamanzanares@hotmail.com,2001-01-01,4366
06638,Bib.Pop. Bartolomé Mitre,bibliotecapilar@yahoo.com.ar,1922-01-01,898
06638,Bib.Pop. Palabras del Alma,biblioteca.palabrasdelalma@gmail.com,2008-01-01,4344
06638,Bib.Pop. Presidente Derqui,,1978-01-01,2984
06644,Bib.Pop. de Ostende,,1980-01-01,3912
06644,Bib.Pop. Manuel Belgrano,biblioteca@telpin.com.ar,1970-01-01,2887
06651,Casa de la Cult. y Bib.Pop. José Hernández,casadelacultura2002@yahoo.com.ar,1990-01-01,3968
06651,Bib.Pop. Sur,bibliotecapopularsur@yahoo.com.ar,1988-01-01,4222
06651,Bib.Pop. Bernardino Rivadavia,,1930-01-01,2158
06655,Bib.Pop. Mariano Moreno,,1941-01-01,2209
06658,Bib.Pop. José Manuel Estrada,,1980-01-01,98
06658,Mariano Moreno,,1932-01-01,1988
06091,Bib.Pop. Fundaterra,bibliotecafundaterra@yahoo.com.ar,1980-01-01,3984
06658,Bib.Pop. de Don Bosco,bibbosco@hotmail.com,1972-01-01,2090
06658,Bib.Pop. de Ezpeleta Alfonsina Storni,bastorni@yahoo.com.ar,1998-01-01,3752
06658,Bib.Pop. Atahualpas,,1980-01-01,3878
06658,Bib.Pop. Pedro Goyena,bibliotecapopularpedrogoyena@yahoo.com.ar,1959-01-01,2788
06658,Bib. Pop. Los Cooperarios,bibliotecapopularcooperarios@yahoo.com.ar,2000-01-01,3969
06658,Asoc.y Bib.Pop. Dr. Juan Martín Vilaseca,bibliotecajmvilaseca@gmail.com,1980-01-01,4156
06658,Bib.Pop. del Río de Quilmes,delriobiblioteca@yahoo.com.ar,2011-01-01,4311
06028,Bib.Pop. Juan Bautista Alberdi,,1984-01-01,3040
06028,Bib.Pop. Joan Rico de Bahia,,1994-01-01,3585
06665,Bib.Pop. Rincón de luz,,1999-01-01,3793
06665,Bib.Pop. José Manuel Estrada,,1951-01-01,2554
06665,Bib.Pop. Carlos Angel González,,1999-01-01,3794
06665,Bib.Pop. Fortunato Zampa,bibliozampa@hotmail.com,1995-01-01,3157
06672,Bib.Pop. Guido y Spano,bibliotecapopulargsrauch@gmail.com,1920-01-01,221
06672,Ropero Comunitario y Bib. Pop. Eva Perón,bibliotecaevaperon.rauch@yahoo.com.ar,2001-01-01,4205
06679,Bib.Mun.Pop. Dr. Tomás Jofre,bibliomunicipal.rivadavia@gmail.com,1980-01-01,3697
06686,Bib.Pop. Juan Bautista Alberdi de Rojas,,1932-01-01,3829
06693,Bib. Pop. Esteban Echeverría,giseafrica@yahoo.com.ar,1946-01-01,2341
06700,Bib.Pop. Juan Bautista Alberdi,,1942-01-01,262
06700,Bib.Pop. D.F.Sarmiento,bib.sarmiento.pigue@gmail.com,1914-01-01,210
06700,Bib.Pop. Juan Bautista Alberdi,biblioteca_jbalberdi@yahoo.com.ar,1916-01-01,236
06707,Bib.Pop.Mun. Bartolomé Mitre,,1980-01-01,2428
06714,Bib.Pop. Renacer,renacer465adulce@hotmail.com.ar,1980-01-01,4127
06714,Bib.Pop. Dr. Tristán G. Lobos,,1901-01-01,233
06728,Bib.Pop. Alberdi,,1980-01-01,232
06735,Bib.Pop. Belgrano,rot14@hotmail.com,2006-01-01,230
06735,Bib.Pop. Mariano Moreno,bmarianomoreno@yahoo.com.ar,1957-01-01,2815
06742,Bib.Pop. Bernardino Rivadavia,,1940-01-01,2115
06742,Bib.Pop. D.F.Sarmiento,,1980-01-01,3403
06749,Bib.Pop. Delta del Paraná (Bibliolancha,,1997-01-01,3659
06749,Bib.Pop. Juan N. Madero,noticiasmadero@gmail.com,,231
06749,Bib.Pop.y Soc.Fom. Santa Genoveva,,1980-01-01,3743
06749,Bib. Pop. de San Fernando Leopoldo Murcho,,1980-01-01,3790
06749,Bib.Pop. Rómulo S. Naón,bpromulonaon@gmail.com,1939-01-01,2022
06749,Bib.Pop. Dra. Alicia Moreau de Justo,,2000-01-01,4030
06749,Bib.Pop. La Casa de las palabras,,2001-01-01,4031
06756,Bib.Pop. Club de madres de B.Sauce,,1980-01-01,3060
06756,Bib.Pop.y Ctro. Cultural de Beccar,,1982-01-01,4061
06756,Bib.Pop. Cava Joven,bpcavajoven@yahoo.com.ar,1980-01-01,4188
06756,Bib.Pop. Bernardino Rivadavia,,1913-01-01,192
06756,Bib.Pop. Juan M. de Pueyrredón,,,223
06756,Bib.Pop. de la Ribera,,1980-01-01,3690
06756,Bib.Pop. La Calabria Popular,,1980-01-01,3866
06371,Bib.Pop. Gral. San Martín,bibliopopsanmartin2001@yahoo.com.ar,1914-01-01,287
06371,Bib.Pub.Pop. Parlante Nuevo Ser,biblosnuevoser@hotmail.com,1980-01-01,4175
06371,La Carcova,,2022-01-01,4393
06371,Bib. Pop. Roberto Clemente,,1980-01-01,3628
06371,Bib.Pop. Martín Fierro,,1980-01-01,3960
06371,Bib.Pop. Juan Bautista Alberdi,bpalberdi@gmail.com,1927-01-01,1242
06371,Bib.Pop. Maestro Diego Pombo,bibliopombo@gmail.com,1964-01-01,2830
06371,Bib.Pop. Profesor Carlos Serraz,humbertobielli@hotmail.com,1980-01-01,4178
06371,Bib.Pop. Bernardino Rivadavia,bibliotecarivadavia@yahoo.es,1925-01-01,1178
06371,Bib.Pop. Maestra María Silva,chapmaris@hotmail.com,1945-01-01,3473
06371,Bib.Esc.Pop. Fray Mocho,,1980-01-01,3728
06371,Bib. Pop. Rioplatense,bibliorioplatense@hotmail.com,2000-01-01,3994
06371,Bib.Pop. y Cen.Cul Villa Humberto,,1980-01-01,4071
06371,Bib.Pop. José Murillo,bibliomurillo@yahoo.com.ar,1980-01-01,4073
06760,Bib.Pop. Hist. E. I. Munzon,bphmunzon@hotmail.com,1996-01-01,3644
06760,Bib.Pop.y C.Rec. Entre todos,bibliotecaentretodos@yahoo.com.ar,1995-01-01,3658
06760,Bib.Pop. y Cen. Recr. El faro,bpelfaro@gmail.com,1980-01-01,4212
06760,Bib.Pop.Mun. D.F.Sarmiento,bibliotecadfs@hotmail.com,1913-01-01,125
06763,Bib.Pop. Rafael de Aguiar,,1947-01-01,2691
06763,Bib. Pop. Barrio del Carmen,bibdelcarmen709@gmail.com,2000-01-01,4116
06770,Bib.Pop. Rafael Obligado,,,226
06770,Bib.Pop. D.F.Sarmiento,bibliotecadfsarmiento@gmail.com,1927-01-01,1228
06778,Bib.Pop. D.F.Sarmiento,bpsarkorn@yahoo.com.ar,1923-01-01,997
06778,Bib.Pop. Bartolomé Mitre,,1936-01-01,1921
06784,Bib.Pop.y Museo José Manuel Estrada,bibliotecaymuseo@yahoo.com.ar,1930-01-01,1502
06791,Bib.Pop. La Vieja Escuela,biblioviejaescuela@gmail.com,2011-01-01,4367
06791,Bib.Pop. José Ingenieros,,1932-01-01,1627
06791,Bib.Pop. Juan Bautista Alberdi,bibliotecajbalberdi@yahoo.com.ar,1916-01-01,238
06791,Bib.Pop. Bernardino Rivadavia,bpbrtandil@hotmail.com,1908-01-01,240
06791,Bib.Pop. Juan Antonio Salceda,,1919-01-01,1194
06791,Biblioteca Popular Sarmiento- Villa Italia- Tandil,bibliotecasarmiento1940@yahoo.com.ar,1980-01-01,3001
06791,Bib.Pop. Ernesto Valor,biblioteca_valor@hotmail.com,1978-01-01,3010
06791,Bib.Pop. Juan L. Vatuone,tcdehesa@yahoo.com.ar,1984-01-01,3075
06791,Bib.Pop.Mun.Asoc.A. Sala abierta de lectura Inf-Juv,,1988-01-01,3302
06791,Bib.Pop. Paula Albarracín de Sarmiento,bpalbarracin@yahoo.com.ar,1998-01-01,3802
06791,Bib.Pop. Bepo Ghezzi,bibliotecaghezzi@gmail.com,1999-01-01,3906
06791,Bib.Pop. Monseñor Luis J. Actis,,1995-01-01,3945
06791,Bib. Pop. de las Mujeres,,1980-01-01,4132
06791,Bib. Pop. Martín Fierro,,1980-01-01,4230
06798,Bib.Pop.Mun. José Hernández,biblio@tapalque.mun.gba.gov.ar,1980-01-01,3173
06805,Bib.Pop. Ricardo Güiraldes,biblios@netben.com.ar,1985-01-01,3050
06805,Bib.Pop. José Ingenieros,bpjingenieros@hotmail.com,1993-01-01,3689
06805,Bib. Pop. Mariano Moreno,bibliotecammoreno@hotmail.com,1980-01-01,4005
06805,Bib.Pop. y Museo del Cine Leonardo Favio,,2008-01-01,4319
06805,Bib.Pop.y C.Cult. El talar,bibliotecaeltalar@yahoo.com.ar,1992-01-01,3318
06805,Bib.Pop. Juan José Castelli,,1969-01-01,2863
06805,Bib. Pop. Unión de Educ. de Tigre,,1980-01-01,3650
06805,Bib.Pop. Lopez Camelo,,1999-01-01,3768
06805,Bib.Pop. Ricardo Rojas,,1996-01-01,3475
06805,Bib.Pop. D.F.Sarmiento,,1916-01-01,957
06805,Bib.Pop. Troncos del Talar,bibliotroncos@yahoo.com.ar,2003-01-01,4216
06805,Ctro. Cult. Com. y Bib. Pop. Caraguatá,comunitariocaraguata@yahoo.com.ar,2008-01-01,4292
06805,Bib. Pop. Seamos Libres,bpseamoslibres@yahoo.com,2014-01-01,4352
06812,Bib.Mun.Pop. José Manuel Estrada,,1980-01-01,3770
06819,Bib.Pop. Gral. San Martín,bibliotecasaldungaray@gmail.com,1980-01-01,3262
06819,Bib.Pop. Mariano Moreno,labibliomoreno@gmail.com,1993-01-01,3296
06819,Bib.Pop. Ernesto Tornquist,bibliotecatornquist@yahoo.com.ar,1917-01-01,966
06819,Bib.Pop. Macedonio Fernández,bpmacedonio@gmail.com,2001-01-01,4120
06826,Bib.Pop.Pub. Rivadavia,bibliotecarivadavia_tl@yahoo.com.ar,1903-01-01,244
06826,Bib.Pop. Bartolomé Mitre,,1937-01-01,2405
06833,Bib.Pop. Dr. Bernardo A. Houssay,bibliohoussay@yahoo.com.ar,1971-01-01,3837
06833,Bib.Pop. Almafuerte,,1963-01-01,3616
06833,Bib.Pop. Luz y Cultura,biblioluzycultura@hotmail.com,1935-01-01,4017
06833,Bib.Pop.Pub. Amigos del libro,catriel_h@hotmail.com,1927-01-01,1299
06833,Bib.Pop. Un mundo de libros,biblioretaunmuli@3net.com.ar,1994-01-01,3383
06833,Bib.Pop. San Francisco de Bellocq,bibsanfrabe@yahoo.com.ar,1993-01-01,3267
06833,Bib.Pop. D.F.Sarmiento,bibsarmiento@3net.com.ar,,259
06833,Bib.Pop. José Ingenieros,marialemorcillo@gmail.com,1930-01-01,1388
06833,Bib. Pop. La tranquera,bibliotecalatranquera@hotmail.com,1980-01-01,4221
06833,Bib.Pop. Hugo Delgiorgio,bibliotecahdelgiorgio@gmail.com,2006-01-01,4348
06840,Bib.Pop. Juan Bautista Alberdi,bpalberdi@yahoo.com.ar,1914-01-01,115
06840,Bib.Pop. Bartolomé Mitre,lamitredecaseros@gmail.com,1921-01-01,1028
06840,Bib. Pop. Patria y labor,bibitalar@hotmail.com,1944-01-01,2275
06840,Bib.Pop. 15 de Agosto,biblo15deagosto@hotmail.com,1997-01-01,3727
06840,Bib.Pop. General San Martín,bibpopsanmartin@gmail.com,1946-01-01,4193
06840,Bib. Pop. Ciudad Jardín,,2001-01-01,4020
06840,Bib.Pop. José Ingenieros,biblioteca_jose_ingenieros@yahoo.com.ar,1925-01-01,2711
06840,Asoc.Cultural y Bib.Pop. Mariano Moreno,bpmoreno@hotmail.com,1920-01-01,860
06840,Inst.y Bib.Pop. Almafuerte,biblioalmafuerte@hotmail.com,1926-01-01,1191
06847,Bib.Pop. Bernardino Rivadavia,,1939-01-01,2107
06861,Bib.Pop. Nora Bombelli,,1999-01-01,3880
06861,Bib.Pop. Vicente López y Planes,,1921-01-01,1019
06861,Bib.Pop. Arandú,bibliotecapopulararandu@hotmail.com,1980-01-01,4129
06861,Bib. Pop. Sudestada,bpsudestada@yahoo.com.ar,2008-01-01,4210
06861,Bib.Pop. Bernardo Delom,bibliotecapopularbdelom@yahoo.com.ar,1958-01-01,3830
06861,Bib.Pop. Leon Adolfo Vienni,,1975-01-01,2928
06868,Bib.Pop. Rafael Obligado,,1975-01-01,2954
06868,Asoc.de Fomento Atlantica y Biblioteca Popular,,1980-01-01,4195
06875,Bib.Pop. Argerich,,1997-01-01,3648
06875,Bib.Pop. Hilario Ascasubi,bibliotecaascasubi2019@gmail.com,1982-01-01,3254
06875,Bib.Pop.Esc. Cervantes,,1967-01-01,3797
06875,Bib.Pop. Bartolomé Mitre,bbcamitre@yahoo.com.ar,1939-01-01,2040
06882,Bib.Pop. D.F.Sarmiento,cpcultura@hotmail.com,1922-01-01,914
10007,Bib.Pop. Juventudes Ambateñas,,1980-01-01,3871
10021,Bib.Pop. D.F.Sarmiento,,,729
10035,Bib.Pop. Obispo Esquiu,,1916-01-01,749
10035,Bib. Pop. Julio Ricardo Figueroa,,1980-01-01,3747
10035,Bib.Pop. Salvador B. Herrera,,1980-01-01,3701
10035,Bib.Pop. Casa de la Cultura,,1996-01-01,3560
10035,Bib.Pop. Manuel Lainez,,1924-01-01,1045
10042,Bib.Pop. D.F.Sarmiento,bibliochum@yahoo.com.ar,1980-01-01,730
10042,Bib.Pop. del Valle,,1995-01-01,3494
10042,Bib.Pop. José M. Ramos Mejia,,1912-01-01,740
10042,Bib.Pop. J. M. Estrada,,1980-01-01,3526
10049,Bib.Pop. Manuel Ponferrada,,1942-01-01,2365
10049,Bib.Pop. E. H. Mateo de Barros,,1980-01-01,3655
10049,Bib.Pop. Eulalia A. de Vildoza,,1997-01-01,3660
10049,Bib.Pop. San Luis Gonzaga,,1980-01-01,3712
10056,Bib.Pop. F. E. Casillo,,1980-01-01,3541
10063,Bib.Pop. María de las Nieves Medina,,1979-01-01,3017
10063,Bib.Pop. Alfonso de Jesús Robles,bibpop-lacarrera@yahoo.com.ar,1965-01-01,2958
10063,Bib.Pop. Esquiu,bibliotecaesquiu2991@yahoo.com.ar,1979-01-01,2991
10070,Bib.Pop. Juana R. Ahumada,,1980-01-01,2850
10070,Bib.Pop. Julio Pascual Robin,,1980-01-01,3653
10077,Bib.Pop. Tte.Coronel.M.D.S.Villafañe,,1996-01-01,3542
10077,Bib.Pop. Rafael Castillo,,1921-01-01,1020
10084,Biblioteca Popular Dr. Adán Quiroga,,2007-01-01,4272
10084,Bib.Pop. Pbro. Ramón Rosa Barros,,1992-01-01,3471
10063,Bib.Pop. San Roque,,1980-01-01,3579
10091,Bib.Pop. Rafael Castillo,,1912-01-01,742
10098,Bib.Pop. Luis Leopoldo Franco,bibliotecapopularfranco@hotmail.com,1980-01-01,3469
10098,Bib.Pop. Santa Rosa de Lima,bibliotecasantarosa@yahoo.com.ar,1997-01-01,3654
10098,Bib.Pop. Los Altos,,1997-01-01,3630
10084,Bib.Pop. Carlos Guido Spano,,1918-01-01,862
10091,Bib.Pop. Florentino Ameghino,,1928-01-01,1377
10105,Bib.Pop. Dr. A. del Pino,,1924-01-01,1053
10112,Bib.Pop. Pedro Salomon Chade,,1980-01-01,3577
10112,Bib.Mun.Pop. El motimo,,1980-01-01,3554
10112,Bib. Pop. Dr. Ramón S. Castillo,,1995-01-01,3493
10112,Bib.Pop. Segundo N. Herrera,bibliotecapopularsumalao@hotmail.com,1980-01-01,2967
22036,Bib.Pub. Pop. Elba Ezquer de Quevedo,,1960-01-01,3393
22039,Bib.Pop.Pub. Augusto Raúl Cortazar,biblpoparc@yahoo.com.ar,1981-01-01,3310
22168,Bib.Pop. Rubén D. Dalla Fontana,gladysf_cajcepn7@yahoo.com.ar,1995-01-01,3389
22105,Bib.Púb. Pop. Juan Bautista Alberdi,,1940-01-01,3325
22105,Asoc.Amig.Bib.Pop.Esc.Tec.Nº 5 Ing. Juan Col,biblioteca-eet5@hotmail.com,1980-01-01,3344
22105,Bib.Pop.Esc. Constancio C.Vigil,bibliovigil21@gmail.com,1974-01-01,3409
22105,Bib.Esc.Pop. Prof. Hugo D .Iglesia,fanischlegel@hotmail.com,1991-01-01,3507
22014,Bib.Pub.Pop. General Julio de Vedia,,1980-01-01,3553
22014,Asc.Civ.Bib.Pop. La Leonesa,bibliotecalaleonesa@yahoo.com.ar,2004-01-01,4105
22014,Bib.Pub. Pop. Gaspar Benavento,,1980-01-01,2999
22028,Bib. Pop. Pub. Juan M. de Pueyrredón,bibliotecapueyrredon@gmail.com,1966-01-01,3465
22028,Bib.Esc.Pop. Pedro Miguel Obligado,,1980-01-01,3671
22028,Bib.Esc.Pop. E.E.G.B.Nº 32 L.Roque Gondra,,1980-01-01,3672
22021,Bib.Esc. Pop. Monseñor de Carlo,,1980-01-01,2996
22021,Bib. Pop. Pub. Ana B. de Pibernus,bibliotecapibernus@hotmail.com,1980-01-01,3003
22043,Asoc.Amigos de la Bib.Pub.Pop.Marta Alcira Salotti,,1980-01-01,3491
22049,Bib.Pop.Pub. Monseñor J. Alumni,josealumnibp72@gmail.com,1980-01-01,3004
22056,Bib. Pop. Alejandro Maria Aguado,bibliotecaaguado_lv@hotmail.com,1980-01-01,3548
22056,Bib. Pub. Pop.  Jaime Homar,bcajaimehomar@yahoo.com.ar,1980-01-01,3456
22063,Bib.Pop.Esc. Gral. Martín Güemes,bcapopularcastellichaco@yahoo.com.ar,1980-01-01,2907
22084,Bib.Pop. Esc. Escuela Nº 421,bibciervopetiso@yahoo.com.ar,1945-01-01,2297
22084,Bib.Pop.Esc. D.Agueda Gomez de Tuckey,bibliotecatuckey@live.com.ar,1980-01-01,3457
22084,Bib. Pub. Pop. Juana P. Manso Noronha,bibnoronha@yahoo.com.ar,1980-01-01,3459
22084,Bib.Esc.Pop. El zapallar,bibliotecabp136@hotmail.com.ar,1980-01-01,3673
22084,Bib.Esc.Pop. Prim. Nº 555 D. M. Sarmiento,,1980-01-01,3675
22084,Bib.Pub.Pop. Fray Rafael Gobelli,,1980-01-01,3612
22098,Bib. Pop. Pub. Almafuerte,3439bp@gmail.com,1960-01-01,3439
22098,Bib.Pop.Esc. Asoc. A. J. L. Borges,anexo@vai.com.ar,1976-01-01,3458
22098,Bib.Esc.Pop. Maestro Sarmiento,,1981-01-01,3555
22112,Bib. Pub. Pop. Cervantes,bib_cervantes@yahoo.com.ar,1975-01-01,3492
22119,Asoc.Amig.Bib.Pop.Pub. José Manuel Estrada,bib_pop_estrada_plaza@hotmail.com,1967-01-01,3353
22133,Bib.Pop. Ilda Nelly Yuspa,,1982-01-01,3014
22133,Bib.Pub.Pop. Mayor L. J. Fontana,bibliotecafontana@gmail.com,1960-01-01,3582
22133,Bib. Pub. Pop. Humberto Benito Andolfi,andolfibiblioteca@hotmail.com,1980-01-01,3674
22140,Bib.Pub. Pop. Mariano Moreno,bibliommoreno@hotmail.com,1980-01-01,783
22140,Bib.Pop.Esc. Juan Ramón Lestani,bib.juanramonlestani@hotmail.com,1980-01-01,3450
22140,Bib.Pop.Asoc.Amigos Escuela Nº 43,bibliotecamalvinas@hotmail.com,1981-01-01,4313
22140,Bib.Pub. Pop. Bartolomé E. Pisarello,bipisarello@yahoo.com.ar,1923-01-01,992
22140,Bib.Pub. Pop. Centenario de la creación del Chaco,delcentenario1@hotmail.com,1972-01-01,3005
22140,Bib.Pop. Bernardino Rivadavia,biblio80rivadavia@yahoo.com.ar,1909-01-01,779
22140,Bib. Esc. Pop.  Benjamín Zorrilla,,1901-01-01,780
22140,Bib.Pop. Esc. Enrique Lynch Arribalzaga,bcalynch50@yahoo.com.ar,1942-01-01,2198
22140,Bib.Pop. Esc. Prisciliano Pérez,,1980-01-01,2549
22140,Bib.Pop. Esc. Remedios E. de San Martín,bibliotecaremediosdeescalada@yahoo.com.ar,1951-01-01,2608
22140,Bib.Pop.Tec. Gral. Manuel Belgrano,bibliotecabelgrano@gmail.com,1925-01-01,2686
22140,Asoc. Amigos.Bib.Pub.Pop. Prof. Leopoldo Herrera,bib.herrera2692@hotmail.com,1955-01-01,2692
22140,Bib.Pop. Celmira G. de Cabral,bepcgc@yahoo.com.ar,1972-01-01,3009
22140,Bib.Pop. Hipólito Yrigoyen,nuestrabiblio@hotmail.com,1986-01-01,3148
22140,Bib. Pop. Juan B. Justo,,1980-01-01,3184
22140,Bib.Pop.Esc. Dr. J. A. Torres,bibliotecapopulartorres@yahoo.com.ar,1980-01-01,3281
22140,Bib.Pub.Pop. Profesor N. Rojas Acosta,,1957-01-01,3343
22140,Bib. Pop. Esc. Lidia Guasti de Rodriguez,biblioguasti@yahoo.com.ar,1975-01-01,3345
22140,Asoc.Amig.Bib.Pop.Esc. Alfonsina Storni,bibpopesas@hotmail.com,1961-01-01,3349
22140,Asoc.Amigos.Bib.Pub.Pop. Gral. M. Belgrano,,1980-01-01,3384
22140,Bib.Pub. Pop. Josefa Lema de Urdapilleta,bibliotecaurdapilleta@hotmail.com.ar,1961-01-01,3418
22140,Bib.Pop.Esc. Herminia C. Brumana,bibpopbrumana@hotmail.com,1970-01-01,3432
22140,Bib.Pop.Esc. El principito,biblioprin@yahoo.com.ar,1980-01-01,3437
22140,Bib.Pop.Esc. Bartolomé Mitre,bibliope_bartolomemitre@hotmail.com,1980-01-01,3446
22140,Bib.Pop.Pub. Evita,popularevita2012@yahoo.com.ar,1987-01-01,3453
22140,Bib.Pop.Pub. Juan Domingo Perón,bcaperon@yahoo.com.ar,1991-01-01,3477
22140,Bib.Esc.Pop. Alfredo Veirave,bca_alfredoveirave@hotmail.com,1984-01-01,3534
22140,Bib. Esc. Pop. Padre A. de Barzana,bibliotecabarzana@hotmail.com,1970-01-01,3535
22140,Bib.Pop.Esc. Gob. Manuel Obligado,bibliobligado@hotmail.com,1961-01-01,3543
22140,Bib.Pub.Pop. Domingo Savio,,1980-01-01,3564
22140,Bib.Esc.Pop. D.F.Sarmiento,,1980-01-01,3670
22147,Bib.Pub. Pop. Dr. José Ingenieros,biblioteca113@yahoo.com.ar,1943-01-01,2185
22154,Bib. Pop. Esc. Nº 223 Wolf Schcolnik,meduc.bibws@ecomchaco.com.ar,1981-01-01,3460
22154,Bib.Pop.Pub. D.Capozzolo,domingocapozzolo@yahoo.es,1971-01-01,3549
22154,Bib.Pub.Pop. Ricardo Güiraldes,bibricardoguiraldes@yahoo.com.ar ,1975-01-01,3000
26007,Bib.Pop. El porvenir,,1980-01-01,3510
26007,Bib. Pop. Agustín Pujol,,1980-01-01,3711
26007,Asoc. Civil y BiB P Gral Martín Miguel de Güemes,,1980-01-01,4180
26007,Bib.Pop. General Manuel Belgrano,bibliotecachubutparatodos@hotmail.com,2008-01-01,4259
26007,Bib.Pop. Gral. Don José Francisco de San Martín,,1994-01-01,4326
26007,BIb. Pop. D. Raúl Alfonsín,bibliotecaraulalfonsinmadryn@hotmail.com,2011-01-01,4339
26007,Bib.Pop. Asunción Cobo,bibliotecacobo@gmail.com,1980-01-01,3277
26014,Bib.Pop. Ruca Raqui Zuam,bibliotecarucaraquizuam@hotmail.com.ar,1980-01-01,3959
26014,Bib. pop. Auca Lihuen de Villa El Blanco,bpelblanco@hotmail.com,2011-01-01,4306
26014,Bib.Pop. Rincón de Libros,bibrincon@gmail.com,2001-01-01,4047
26014,Bib.Pop. El Maitén,bibliotecapopularelmaiten@gmail.com,1993-01-01,3821
26014,Bib. Pop. de Buenos Aires Chico-Niños Lectores,,1980-01-01,4161
26014,Bib.Pop. Angélica R. Nievas,,1980-01-01,3257
26014,Bib.Pop. Lago Puelo,biblagopuelo@yahoo.com.ar,1980-01-01,3037
26021,Bib.Pop. Sofía Moll de Milton,,1993-01-01,3316
26021,Bib. Pop. Jorge Troncoso,bcapoptroncoso@hotmail.com,1980-01-01,3506
26021,Bib.Pub.Pop. de la Municip.de C.Rivadavia,,1980-01-01,3569
26021,Bib.Pop. Darío Hugo Fernández,,1992-01-01,3800
26021,Bib.Pop. Elum Duham,ledmuriel@yahoo.com,1996-01-01,3899
26021,Bib.Pop. Astra,hola@labibliotecadeastra.com,2007-01-01,4331
26035,Bib. Pop. Tolkeyén,bibliotecatolkeyen@yahoo.com.ar,2007-01-01,4249
26035,Bib. Pop. Perito Francisco Pascacio Moreno,,1951-01-01,3773
26042,Bib.Pop. 28 de Julio,,1980-01-01,3638
26042,Bib.Pop. D.F.Sarmiento,,1943-01-01,2414
26042,Bib.Pop. Ricardo J. Berwyn,bibliopopberwyn@gmail.com,1939-01-01,3041
26077,Bib.Pop. Asencio Abeijon,,1991-01-01,3235
26077,Bib.Pop. del Barrio Luis Vernet,karinaovelar@hotmail.com,1980-01-01,3378
26077,Bib. Pop. Soldado Caído S. Antieco,biblioteca_simon@hotmail.com,1980-01-01,4143
26077,Bib.Pop. Agustín Alvarez,bpaatw@gmail.com,1934-01-01,1819
26077,Bib.Pop. Francisco Guerra,bibpopfcoguerra84@hotmail.com,1984-01-01,3080
26077,Bib.Pop. Raúl Scalabrini Ortíz,,1991-01-01,3202
26077,Bib.Pop. Gonzalo Delfino,,1987-01-01,3244
26077,Bib.Pop. Rosa de Amaya,,1980-01-01,3256
26077,Bib.Pop. José Hernández,,1980-01-01,3355
26077,Bib.Pop. Ceferino Namuncura,,1983-01-01,3607
26077,Bib.Pop. Barrio Progreso,bibloprogreso4@hotmail.com,1980-01-01,3632
